400
3
1	-2012420	14820	8
2	-2012420	14820	8
3	-2012420	14820	8
4	-2012420	14820	8
5	-2012420	14820	8
6	-2012420	14820	8
7	-2012420	14820	8
8	-2012420	14820	8
9	-2012420	14820	8
10	-2012420	14820	8
11	-2012420	14820	8
12	-2012420	14820	8
13	-2012420	14820	8
14	-2012420	14820	8
15	-2012420	14820	8
16	-2012420	14820	8
17	-2012420	10900	9.5
18	-2012420	6980	11
19	-2012420	5587	12.5
20	-2012420	1852.5	14
21	-1932240	14780	8
22	-1932240	14780	8
23	-1932240	14780	8
24	-1932240	14780	8
25	-1932240	14780	8
26	-1932240	14780	8
27	-1932240	14780	8
28	-1932240	14780	8
29	-1932240	14780	8
30	-1932240	14780	8
31	-1932240	14780	8
32	-1932240	14780	8
33	-1932240	14780	8
34	-1932240	14780	8
35	-1932240	14780	8
36	-1932240	14780	8
37	-1929900	9913.5	9.5
38	-1929900	6648	11
39	-1929900	3382.5	12.5
40	-1932240	1847.5	14
41	-1838820	13180	8
42	-1838820	13180	8
43	-1838820	13180	8
44	-1838820	13180	8
45	-1838820	13180	8
46	-1838820	13180	8
47	-1838820	13180	8
48	-1838820	13180	8
49	-1838820	13180	8
50	-1838820	13180	8
51	-1838820	13180	8
52	-1838820	13180	8
53	-1838820	13180	8
54	-1838820	13180	8
55	-1838820	13180	8
56	-1838820	13180	8
57	-1838820	9914.5	9.5
58	-1859840	7587	11
59	-1869180	5965	11
60	-1837260	3039.5	12.5
61	-1775760	12856	8
62	-1775760	12856	8
63	-1775760	12856	8
64	-1775760	12856	8
65	-1775760	12856	8
66	-1775760	12856	8
67	-1775760	12856	8
68	-1775760	12856	8
69	-1775760	12856	8
70	-1775760	12856	8
71	-1775760	12856	8
72	-1775760	12856	8
73	-1775760	12856	8
74	-1775760	12856	8
75	-1775760	12856	8
76	-1775760	12856	8
77	-1718930	11320	8
78	-1718930	9298.5	9.5
79	-1733720	6109	11
80	-1733720	2507.5	12.5
81	-1673000	13076	6
82	-1673000	13076	6
83	-1673000	13076	6
84	-1673000	13076	6
85	-1673000	13076	6
86	-1673000	13076	6
87	-1673000	13076	6
88	-1673000	13076	6
89	-1673000	13076	6
90	-1673000	13076	6
91	-1673000	13076	6
92	-1673000	13076	6
93	-1673000	13076	6
94	-1673000	13076	6
95	-1673000	13076	6
96	-1673000	13076	6
97	-1611500	8840	7.5
98	-1611500	8840	7.5
99	-1611500	5013	9
100	-1673000	1634.5	10.5
101	-1641080	13228	6
102	-1641080	13228	6
103	-1641080	13228	6
104	-1641080	13228	6
105	-1641080	13228	6
106	-1641080	13228	6
107	-1641080	13228	6
108	-1641080	13228	6
109	-1641080	13228	6
110	-1641080	13228	6
111	-1641080	13228	6
112	-1641080	13228	6
113	-1641080	13228	6
114	-1641080	13228	6
115	-1641080	13228	6
116	-1641080	13228	6
117	-1527420	12328	6
118	-1559340	8618.5	7.5
119	-1559340	4373	9
120	-1559340	1608	10.5
121	-1465920	11264	6
122	-1465920	11264	6
123	-1465920	11264	6
124	-1465920	11264	6
125	-1465920	11264	6
126	-1465920	11264	6
127	-1465920	11264	6
128	-1465920	11264	6
129	-1465920	11264	6
130	-1465920	11264	6
131	-1465920	11264	6
132	-1465920	11264	6
133	-1465920	11264	6
134	-1465920	11264	6
135	-1465920	11264	6
136	-1465920	11264	6
137	-1465920	11264	6
138	-1465920	7998.5	7.5
139	-1465920	4733	9
140	-1486940	1515	10.5
141	-1317220	11620	6
142	-1317220	11620	6
143	-1317220	11620	6
144	-1317220	11620	6
145	-1317220	11620	6
146	-1317220	11620	6
147	-1317220	11620	6
148	-1317220	11620	6
149	-1317220	11620	6
150	-1317220	11620	6
151	-1317220	11620	6
152	-1317220	11620	6
153	-1317220	11620	6
154	-1317220	11620	6
155	-1317220	11620	6
156	-1317220	11620	6
157	-1317220	11620	6
158	-1314890	9244	6
159	-1314890	5509.5	7.5
160	-1354590	1476.5	10.5
161	-1234700	6344	4
162	-1234700	6344	4
163	-1234700	6344	4
164	-1234700	6344	4
165	-1234700	6344	4
166	-1234700	6344	4
167	-1234700	6344	4
168	-1234700	6344	4
169	-1234700	6344	4
170	-1234700	6344	4
171	-1234700	6344	4
172	-1234700	6344	4
173	-1234700	6344	4
174	-1234700	6344	4
175	-1234700	6344	4
176	-1234700	6344	4
177	-1234700	6344	4
178	-1234700	6344	4
179	-1234700	4527.5	5.5
180	-1234700	2609.5	5.5
181	-1140500	6184	4
182	-1140500	6184	4
183	-1140500	6184	4
184	-1140500	6184	4
185	-1140500	6184	4
186	-1140500	6184	4
187	-1140500	6184	4
188	-1140500	6184	4
189	-1140500	6184	4
190	-1140500	6184	4
191	-1140500	6184	4
192	-1140500	6184	4
193	-1140500	6184	4
194	-1140500	6184	4
195	-1140500	6184	4
196	-1140500	6184	4
197	-1140500	6184	4
198	-1140500	6184	4
199	-1140500	6184	4
200	-1110920	2106.5	5.5
201	-1036960	5328	4
202	-1036960	5328	4
203	-1036960	5328	4
204	-1036960	5328	4
205	-1036960	5328	4
206	-1036960	5328	4
207	-1036960	5328	4
208	-1036960	5328	4
209	-1036960	5328	4
210	-1036960	5328	4
211	-1036960	5328	4
212	-1036960	5328	4
213	-1036960	5328	4
214	-1036960	5328	4
215	-1036960	5328	4
216	-1036960	5328	4
217	-1036960	5328	4
218	-1036960	5328	4
219	-1036960	5328	4
220	-1112480	2391	5.5
221	-944320	9704	4
222	-944320	9704	4
223	-944320	9704	4
224	-944320	9704	4
225	-944320	9704	4
226	-944320	9704	4
227	-944320	9704	4
228	-944320	9704	4
229	-944320	9704	4
230	-944320	9704	4
231	-944320	9704	4
232	-944320	9704	4
233	-944320	9704	4
234	-944320	9704	4
235	-944320	9704	4
236	-944320	9704	4
237	-944320	9704	4
238	-1036960	5328	4
239	-1036960	5328	4
240	-1203560	2449.5	5.5
241	-830660	4268	2
242	-830660	4268	2
243	-830660	4268	2
244	-830660	4268	2
245	-830660	4268	2
246	-830660	4268	2
247	-830660	4268	2
248	-830660	4268	2
249	-830660	4268	2
250	-830660	4268	2
251	-830660	4268	2
252	-830660	4268	2
253	-830660	4268	2
254	-830660	4268	2
255	-830660	4268	2
256	-830660	4268	2
257	-830660	4268	2
258	-830660	4268	2
259	-830660	4268	2
260	-830660	533.5	3.5
261	-739575	3800	2
262	-739575	4116	2
263	-739575	4116	2
264	-739575	4116	2
265	-739575	4116	2
266	-739575	4116	2
267	-739575	4116	2
268	-739575	4116	2
269	-739575	4116	2
270	-739575	4116	2
271	-739575	4116	2
272	-739575	4116	2
273	-739575	4116	2
274	-739575	4116	2
275	-739575	4116	2
276	-739575	4116	2
277	-739575	4116	2
278	-739575	4116	2
279	-739575	4268	2
280	-739575	475	3.5
281	-615015	3160	2
282	-615015	4116	2
283	-615015	4116	2
284	-615015	4116	2
285	-615015	4116	2
286	-615015	4116	2
287	-615015	4116	2
288	-615015	4116	2
289	-615015	4116	2
290	-615015	4116	2
291	-615015	4116	2
292	-615015	4116	2
293	-615015	4116	2
294	-615015	4116	2
295	-615015	4116	2
296	-739575	4116	2
297	-739575	4116	2
298	-739575	4116	2
299	-615015	4116	2
300	-615015	395	3.5
301	-615015	3160	2
302	-615015	4116	2
303	-615015	4116	2
304	-615015	4116	2
305	-615015	4116	2
306	-615015	4116	2
307	-615015	4116	2
308	-615015	4116	2
309	-615015	4116	2
310	-615015	4116	2
311	-615015	4116	2
312	-615015	4116	2
313	-615015	4116	2
314	-615015	4116	2
315	-615015	4116	2
316	-739575	4116	2
317	-739575	4116	2
318	-739575	4116	2
319	-615015	4116	2
320	-615015	395	3.5
321	-418833	2152	2
322	-404042	2076	2
323	-404042	2076	2
324	-404042	2076	2
325	-404042	2076	2
326	-404042	2076	2
327	-404042	2076	2
